	Entrez Gene ID
Nrbp1	192292
Cabp7	192650
Zfp286	192651
Wdr81	192652
Ttc36	192653
Pla2g15	192654
Ripk2	192656
Ell2	192657
Rfpl4	192658
Sryip2	192660
Sryip3	192661
Arhgdia	192662
Abcg4	192663
Rassf3	192678
Pcdhg@	192682
Lrrc75b	192734
Kcnh6	192775
Rapgef6	192786
Lrrc3c	192852
BC005512	192885
Gm12180	192895
Itgb4	192897
Nacad	192950
Dhrs11	192970
Lrrc75a	192976
Cyb5d2	192986
Pirt	193003
Gm53	193022
Trpv1	193034
Zfp3	193043
Olfr384	193053
Gm12332	193079
Slu7	193116
BC018473	193217
C030037D09Rik	193280
BC049762	193286
Oog1	193322
Ripor2	193385
Gm11392	193403
Tpi-rs8	193438
Zfp184	193452
Gm11292	193453
Gm4742	193533
Trav14n-2	193574
Trav8-2	193587
Rnf185	193670
Zbtb12	193736
Hspa1a	193740
Abhd16a	193742
Kdm4b	193796
Mcfd2	193813
Eme2	193838
Mtmr11	194126
Gm13136	194189
Gm12901	194197
Slfnl1	194219
Gm13100	194224
Gm13103	194225
Gm13023	194227
Cnksr1	194231
Rimkla	194237
9930104L06Rik	194268
Gm5	194292
Vps37d	194309
Trpv5	194352
Moxd2	194357
Gm4744	194360
Tet3	194388
Mical3	194401
Olfr707	194433
Obox7	194588
Reps2	194590
Tmprss11a	194597
Serpina16	194604
Gm4746	194615
Slc39a1-ps	194642
Klf11	194655
Btg1c	194735
Rhox11	194738
Gm40	194740
Slc25a43	194744
Gm14644	194788
Gm9	194854
Rhox4e	194856
Rpl9-ps1	194905
Pld6	194908
Jmjd4	194952
Rpl27-ps2	194960
Sun3	194974
Gm11658	194985
Zzef1	195018
Tmem199	195040
Nlrp1a	195046
Igh-VX24	195176
Ighv9-1	195180
Dcdc2a	195208
Zfp469	195209
Pom121l2	195236
Trav4d-4	195296
Trav16	195297
Gsc2	195333
Btnl7-ps	195349
Trim40	195359
Utp14b	195434
Gm12464	195514
Zfp691	195522
Zfp982	195531
Pramel11	195555
Skint3	195564
Hs3st2	195646
4930421P07Rik	195712
Scml1	195726
Nhs	195727
Grhl1	195733
Magea9-ps	195772
Bomd3	196594
Bomd4	196595
Bbaa11	207133
Bbaa12	207134
Bbaa13	207135
Bbaa15	207136
Bbaa16	207137
Bbaa17	207138
Bbaa20	207139
Bbaa23	207140
Bbaa10	207141
Bbaa14	207142
Bbaa18	207143
Bbaa19	207144
Bbaa21	207145
Bbaa22	207146
Slc22a19	207151
Gm9871	207157
Bptf	207165
Cetn4	207175
Rbms3	207181
Ggt7	207182
Ccdc154	207209
Arhgef17	207212
Tdpoz1	207213
Larp4	207214
Fbxo40	207215
Rpl7l1-ps1	207216
Stxbp5l	207227
Zbtb7c	207259
Fchsd2	207278
Hectd1	207304
Gm4750	207318
Sec23ip	207352
Fam120c	207375
Elfn2	207393
Wdr11	207425
Kctd12b	207474
Baiap2l2	207495
Dtx4	207521
Camkk2	207565
Tbc1d16	207592
Thsd4	207596
Ccdc40	207607
Wdr37	207615
Zfp804b	207618
Skor1	207667
Igsf11	207683
Cfap69	207686
Gtpbp10	207704
Pde2a	207728
Ubald1	207740
Rnf43	207742
Tspoap1	207777
C2cd2	207781
Csrnp2	207785
BC034090	207792
Gramd1c	207798
Usf3	207806
Smagp	207818
Bnip5	207819
Galnt6	207839
Fmr1nb	207854
Mchr1	207911
Esrp1	207920
Fam228b	207921
Urb1	207932
Gm13502	207933
Klhl25	207952
Alg11	207958
Vcpkmt	207965
Setd1b	208043
Pknox2	208076
A530053G22Rik	208079
Ubap1l	208080
Pif1	208084
Chmp6	208092
Panx3	208098
Mlxip	208104
Zfp976	208111
Aph1b	208117
Dhx37	208144
Yeats2	208146
Tmem132b	208151
Btla	208154
Map6d1	208158
Fam180a	208164
Gm609	208166
Slc9c1	208169
Tmprss7	208171
Phldb2	208177
Ghsr	208188
Exog	208194
Btbd2	208198
Alg1	208211
Tmem132c	208213
Mob3a	208228
Akp-ps1	208256
Ankrd33	208258
Tor1aip1	208263
Dot1l	208266
Cyp4f17	208285
Zfp871	208292
Gm4753	208347
Rpp40	208366
Asb18	208372
Gm412	208424
Iqcj	208426
Rpl19-ps12	208428
Shroom4	208431
Klhl29	208439
Dip2c	208440
Sgms1	208449
Ndufaf8	208501
Cep78	208518
Gm4754	208522
Nek11	208583
Mterf1b	208595
Rsrc2	208606
Tmem212	208613
Etl4	208618
Alg3	208624
Kntc1	208628
Tspan10	208634
Slc25a38	208638
Eif4g1	208643
Creb3l2	208647
Cblb	208650
Fam20a	208659
Akr1d1	208665
Diras1	208666
Creb3l3	208677
Eif5a2	208691
Hmgcs1	208715
Dis3l2	208718
Hdac4	208727
Prrg3	208748
Aqp12	208760
Sde2	208768
Sned1	208777
Tmem63a	208795
Triqk	208820
Fanci	208836
Daam1	208846
Dock3	208869
Zdhhc9	208884
Slc26a7	208890
Unc13c	208898
Ccdc62	208908
Cpeb3	208922
A730045E13Rik	208924
Adamts18	208936
Gm4755	208941
Myo5c	208943
Thnsl1	208967
Zfp280c	208968
Hmgcll1	208982
BC025031	208987
Npb	208990
Fam83b	208994
Rbmx2	209003
Fsip2l	209005
Sirt7	209011
Ulk4	209012
Vps8	209018
Pycr1	209027
Zc3hav1l	209032
Tns2	209039
Gipc3	209047
Samd9l	209086
Ccnb3	209091
Gm14380	209100
Snx30	209131
Ido2	209176
Gm4756	209183
Acnat2	209186
U06147	209192
Clic6	209195
Dtx3l	209200
Osgin2	209212
Enox2	209224
Zfp710	209225
Wfdc5	209232
Gan	209239
Igsf1	209268
Gm4757	209281
Csta1	209294
Gps1	209318
Cstdc3	209324
Gen1	209334
Wfdc6a	209351
Eif2b1	209354
Gtf2h3	209357
Taf3	209361
Itih5	209378
Gm4759	209380
Trim30d	209387
Gpkow	209416
Tfe3	209446
Hoxc10	209448
Trp53bp2	209456
Hace1	209462
Tbc1d12	209478
Hsh2d	209488
Tmem164	209497
Taar2	209512
Taar4	209513
Taar7b	209517
Rtl9	209540
Gm4760	209541
Rad51ap2	209550
Enpp3	209558
Tyw3	209584
Nudcd3	209586
Sectm1a	209588
Gm4761	209589
Il23r	209590
Erich3	209601
Frmd4a	209630
Bend7	209645
Ttc28	209683
Dhtkd1	209692
Lcorl	209707
Kif15	209737
Minar1	209743
Cyp2c52-ps	209753
Tmc7	209760
Dennd2a	209773
Gpr139	209776
Vmn2r-ps88	209786
Tbc1d25	209815
Vmn1r183	209824
Slc38a5	209837
Pgbd5	209966
B3gntl1	210004
Mtrr	210009
Slc35f3	210027
Metrnl	210029
Nemp1	210035
Adcy2	210044
Nlrp4b	210045
Iglon5	210094
Zfp658	210104
Zfp719	210105
Tent4a	210106
D130043K22Rik	210108
Lpp	210126
Zfp180	210135
Irgc1	210145
Irgq	210146
Slc30a6	210148
Lypd11	210155
Zkscan2	210162
Zfp526	210172
Gprc6a	210198
Shank2	210274
Dock10	210293
Lrch2	210297
BC048679	210321
Nckap5	210356
A530095I07Rik	210373
Mtmr9	210376
Thsd7b	210417
Gm4764	210457
Slc22a22	210463
Vmn2r-ps123	210465
Zfp677	210503
Tdrd6	210510
Mettl14	210529
P3h2	210530
Gm12169	210535
Tbc1d31	210544
Hus1b	210554
Gm4766	210562
Tmem151b	210573
Coq10a	210582
Gm4767	210583
Pamr1	210622
Prrt3	210673
Gab3	210710
Mcmbp	210711
Gm4768	210714
Mkx	210719
Kcnk12	210741
Themis	210757
Ppp1r36	210762
Brcc3	210766
Tbc1d4	210789
Unc5d	210801
Lacc1	210808
Zfp947	210853
Vmn2r111	210876
Ints9	210925
Adgrb3	210933
4931408C20Rik	210940
Gm597	210962
Kbtbd2	210973
Bicral	210982
Lpcat1	210992
Fam91a1	210998
8030423F21Rik	211001
Sepsecs	211006
Trim41	211007
Trav3-4	211027
BC016548	211039
Alkbh1	211064
Lzts1	211134
D130040H23Rik	211135
Marchf11	211147
Churc1	211151
Lrtm2	211187
Gm382	211208
Vmn2r15	211223
Lrrc25	211228
Cpne9	211232
Mtrf1	211253
Kbtbd7	211255
Cln5	211286
Fbxw13	211305
Nrg1	211323
Ncoa7	211329
Ighv1-54	211331
Pank3	211347
6720489N17Rik	211378
Amer3	211383
Suox	211389
Mtss1	211401
Pla2g4b	211429
Exoc3	211446
Kcnh8	211468
Olfr1373	211472
Kcnj14	211480
Efhb	211482
Tsga10	211484
Ado	211488
4932415M13Rik	211496
Tmem87a	211499
Ccdc114	211535
Nomo1	211548
Tifa	211550
Ap1ar	211556
Mrgprf	211577
Mrgprd	211578
Tfdp2	211586
Ptchd1	211612
Rpl48-ps1	211619
Plac9a	211623
Fancd2	211651
Wwc1	211652
Cspp1	211660
Mgst2	211666
Arfgef1	211673
Gm4772	211702
Gm4773	211705
Pcdh9	211712
Vstm2a	211739
Trib1	211770
Mfsd9	211798
Gm4774	211832
Smarce1-ps1	211895
Depdc7	211896
Asap2	211914
Dennd6a	211922
Dsg1c	211924
Ccdc73	211936
Plekhh1	211945
Pde12	211948
Spsb4	211949
Asxl3	211961
Zfyve26	211978
Tmem18	211986
Hk3	212032
Clrn3	212070
Syne3	212073
Gm4775	212084
Trim52	212085
Tmem60	212090
Rln3	212108
Inpp5a	212111
Nhlrc3	212114
Dcaf15	212123
Cfap46	212124
Proser1	212127
Cc2d1a	212139
Ccdc191	212153
8030462N17Rik	212163
Gsap	212167
Zswim4	212168
Ubxn10	212190
Wdr25	212198
Stk-ps2	212225
4930579K21	212241
Zfp748	212276
Zfp729a	212281
Arap2	212285
Mapre2	212307
Fam149a	212326
Mms22l	212377
Klhl32	212390
Lcor	212391
Ccdc110	212392
Frat2	212398
Gm4777	212399
A730008H23Rik	212427
AA986860	212439
Lactb2	212442
9330159F19Rik	212448
Fam193b	212483
Paox	212503
Mtg1	212508
Spice1	212514
Efcab12	212516
Cfap44	212517
Sprn	212518
Trmt1	212528
Sh3bgrl2	212531
Gm266	212539
Rho	212541
Nepro	212547
Slc66a1	212555
Zfp273	212569
Prpsap2	212627
Iffo2	212632
Aldh4a1	212647
Catsper2	212670
Mars2	212679
N4bp3	212706
Satb2	212712
Spopfm1	212727
Tarbp1	212728
Bicdl2	212733
Arl14ep	212772
Gm232	212813
Gm4780	212815
Chpt1	212862
Ddx46	212880
Rsph4a	212892
Dse	212898
Kctd7	212919
Pm20d1	212933
Tifab	212937
Tent5a	212943
Gm44	212952
BC024386	212965
Pgghg	212974
Slc45a3	212980
Scfd2	212986
Best2	212989
Galnt17	212996
BC016579	212998
Tnpo2	212999
Ifitm6	213002
Mfsd4a	213006
Zfp583	213011
Abhd10	213012
Pdlim2	213019
Evi5l	213027
Aox2	213043
Gm4781	213051
Slc39a14	213053
Gabpb2	213054
Fam126b	213056
Tmem71	213068
Wdr19	213081
Cdkl3	213084
Phf3	213109
Itga10	213119
Ankrd35	213121
Prss27	213171
Il20rb	213208
Rnf26	213211
Tapbpl	213233
Zbbx	213234
Dnd1	213236
Wdr49	213248
Fstl5	213262
Txndc2	213272
Fbxl21	213311
Gm4782	213320
Scyl2	213326
Mfsd4b4	213332
Gatd1	213350
Prdm9	213389
Rassf4	213391
Depp1	213393
Armc2	213402
Lemd1	213409
Klhdc8a	213417
Rpl28-ps4	213422
Mylk3	213435
Rtl3	213436
P2ry10b	213438
Gpr174	213439
Tent5d	213449
Gm732	213450
Dstyk	213452
Gm378	213454
Rbbp5	213464
Lgi3	213469
Gm4784	213474
Trav7-6	213480
Nudt18	213484
Szrd1	213491
Arhgef11	213498
Fbxo42	213499
Plekhg6	213522
Pth2r	213527
Bag2	213539
Ythdf2	213541
A330069K06Rik	213544
Dis3l	213550
Plekhh2	213556
Ighv1-78	213570
Cracr2b	213573
Dync2li1	213575
Map9	213582
Slc44a3	213603
Arhgef19	213649
9530068E07Rik	213673
Igkv4-79	213684
Duoxa1	213696
Gm4785	213711
Xist	213742
Zfp598	213753
Prepl	213760
Nutm1	213765
Tbl3	213773
Gm4786	213781
Plekhg1	213783
Chrm5	213788
BC002059	213811
Casd1	213819
Arcn1	213827
Bms1	213895
Col28a1	213945
Atg9b	213948
Fam83f	213956
Fbxw10	213980
Tnrc6b	213988
Tmem82	213989
Agap3	213990
Ccdc186	213993
Larp1b	214048
Megf11	214058
Dnajc16	214063
Slc18a2	214084
Sox30	214105
4933430I17Rik	214106
Slc24a1	214111
Nipal4	214112
Tet2	214133
Arhgap29	214137
Ago3	214150
Trim38	214158
Kmt2a	214162
Scgn	214189
Ttc24	214191
Pak6	214230
Ccdc9b	214239
Disp2	214240
Etnk2	214253
Nudt15	214254
Tut7	214290
Syna	214292
Crygn	214301
Hhipl1	214305
Gm381	214308
Gm4787	214321
Lrrc1	214345
Tmem51	214359
Myocd	214384
A530010F05Rik	214394
Gm4788	214403
Parp16	214424
Cilp	214425
Cdk5rap2	214444
Gm4789	214450
Fnbp1l	214459
Fam168b	214469
BC003965	214489
Cdc73	214498
Gnptg	214505
Tmprss4	214523
Tmprss13	214531
She	214547
Cep164	214552
Gm136	214568
Prmt7	214572
Tdrd5	214575
Aldh5a1	214579
Pstk	214580
Spg11	214585
Duox2	214593
Sidt2	214597
Slc10a3	214601
Spata5l1	214616
Tent4b	214627
4930486L24Rik	214639
Cped1	214642
Slc25a29	214663
L3mbtl2	214669
Chadl	214685
Iqub	214704
Rcor3	214742
Cgas	214763
Edrf1	214764
Mmp21	214766
Zfp879	214779
Sertad4	214791
Syde2	214804
Zfp609	214812
Neurl3	214854
Arid5a	214855
Lman2l	214895
Csnk1g1	214897
Kdm5a	214899
Chtf18	214901
Antkmt	214917
Slc39a2	214922
Fbxl16	214931
Hdhd5	214932
Mob3b	214944
Rhbdl1	214951
Rhot2	214952
Sema6d	214968
Gm11349	214973
Chtf8	214987
Wfikkn1	215001
Vezt	215008
Fam20b	215015
Prl3d2	215028
Prl3d3	215029
Vgll2	215031
Bud13	215051
Trim50	215061
Slc35f1	215085
Maneal	215090
Astl	215095
Slc43a2	215113
Hip1	215114
Rhbdd2	215160
Utp25	215193
Kri1	215194
Trmt2b	215201
Gm4790	215208
Tmem120a	215210
Traf3ip3	215243
Gm13410	215253
Il1f9	215257
Il1f10	215274
Wipf1	215280
Camk1g	215303
Slc36a3	215332
Slc36a1	215335
Senp6	215351
Brinp3	215378
Fcgbp	215384
Ncaph	215387
Csrnp1	215418
Slc35e3	215436
Rab11fip3	215445
Entpd3	215446
Rap1b	215449
Gpat2	215456
Gm43915	215458
Gm4791	215467
Gm4792	215472
Sec22c	215474
Prr14l	215476
A3galt2	215493
Pomgnt2	215494
Fam117a	215512
Rnpep	215615
Zbtb8b	215627
Psd4	215632
Mageb18	215641
Rassf2	215653
Cdh12	215654
Nav1	215690
Zmat1	215693
Arrdc1	215705
Ccdc92	215707
Miga1	215708
Gm4793	215714
Mfsd6l	215723
9230019H11Rik	215728
Cnksr3	215748
Ginm1	215751
Adgb	215772
Phactr2	215789
Adgrg6	215798
Ccdc28a	215814
Nhsl1	215819
Arfgef3	215821
Taar5	215854
Taar6	215855
Taar7a	215856
Taar8a	215859
Gm29673	215866
Clvs2	215890
Sult3a2	215895
Calhm6	215900
Rfpl4b	215919
Mfsd4b5	215928
Mfsd4b1	215929
Afg1l	215951
Gm4795	215974
Mcu	215999
Micu1	216001
Lrrc20	216011
Hkdc1	216019
Stox1	216021
Lrrtm3	216028
Ctnna3	216033
Gm4796	216036
Zfp365	216049
Ube2d1	216080
Gm4797	216081
Gm4798	216082
Ybey	216119
Trappc10	216131
Pdxk	216134
Ilvbl	216136
Vmn2r81	216144
Shc2	216148
Cdc34	216150
Polrmt	216151
Plppr3	216152
Med16	216154
Wdr18	216156
Tmem259	216157
Sbno2	216161
Plk5	216166
Abhd17a	216169
AU041133	216177
Gm4799	216185
Aldh1l2	216188
Appl2	216190
Ckap4	216197
Tcp11l2	216198
Slc5a8	216225
Slc17a8	216227
Gm4800	216229
Socs2	216233
Eea1	216238
Cep290	216274
Alx1	216285
Mettl25	216292
Tph2	216343
Rab21	216344
Zfc3h1	216345
Tspan8	216350
Rab3ip	216363
Gm38403	216377
D930020B18Rik	216393
Gm4801	216394
Rxylt1	216395
Marchf9	216438
Agap2	216439
Os9	216440
Slc26a10	216441
Mars1	216443
Arhgap9	216445
Rdh19	216453
Rdh16f2	216454
Gls2	216456
Myl6b	216459
Pik3ip1	216505
Ccdc157	216516
Ccm2	216527
Cep68	216543
Rpl12-ps2	216544
Aftph	216549
Lgalsl	216551
Ugp2	216558
Wdpcp	216560
Ehbp1	216565
Papolg	216578
Ccdc85a	216613
Efemp1	216616
Cfap36	216618
Fem1al	216622
Hbq1a	216635
Gabrp	216643
D130052B06Rik	216644
Clint1	216705
Rufy1	216724
Adamts2	216725
Acsl6	216739
Fnip1	216742
Nmur2	216749
Mfap3	216760
Gemin5	216766
Mrpl22	216767
Trim58	216781
Olfr320	216783
Iba57	216792
Wnt9a	216795
Prss38	216797
Nlrp3	216799
Flcn	216805
Tom1l2	216810
Gm4802	216818
Dhrs7b	216820
Tmem11	216821
Usp22	216825
Mmgt2	216829
Arhgap44	216831
Usp43	216835
Cntrob	216846
Chd3	216848
Kdm6b	216850
Wrap53	216853
Nlgn2	216856
Kctd11	216858
Acap1	216859
Neurl4	216860
Mgl2	216864
Slc16a11	216867
Arrb2	216869
Gltpd2	216871
Spag7	216873
Camta2	216874
Dhx33	216877
Wscd1	216881
Spns2	216892
Coro6	216961
Git1	216963
Trp53i13	216964
Taok1	216965
Fam222b	216971
Proca1	216974
Rskr	216976
Evi2b	216984
Utp6	216987
Adap2	216991
Nle1	217011
Unc45b	217012
Heatr6	217026
Synrg	217030
Tada2a	217031
Mrm1	217038
Ggnbp2	217039
Ptrh2	217057
Elobl	217066
Trim25	217069
Gm525	217071
Hlf	217082
Utp18	217109
Spata20	217116
Xylt2	217119
Gm11545	217122
Ppp1r9b	217124
Samd14	217125
Kat7	217127
Prr15l	217138
Scrn2	217140
Gpr179	217143
Cisd3	217149
Arl5c	217151
Stac2	217154
Nr1d1	217166
Tns4	217169
Klhl11	217194
Plekhh3	217198
Rundc1	217201
Tmem106a	217203
Dhx8	217207
Pyy	217212
Nags	217214
Hrob	217216
Asb16	217217
Atxn7l3	217218
Fam171a2	217219
Cdc27	217232
Ace3	217246
Abca8a	217258
Abca9	217262
Abca5	217265
BC006965	217294
Gpr142	217302
Cd300a	217303
Cd300lb	217304
Cd300ld	217305
Cd300e	217306
Hid1	217310
Slc16a5	217316
Llgl2	217325
Myo15b	217328
Unk	217331
Trim47	217333
Fbf1	217335
Srp68	217337
Rnf157	217340
Qrich2	217341
Ube2o	217342
Rhbdf2	217344
Tnrc6c	217351
Tmc6	217353
Tmc8	217356
Engase	217364
Nploc4	217365
Lrrc45	217366
Uts2r	217369
Cybc1	217370
Rab40b	217371
Dnajc27	217378
Ubxn2a	217379
Gm4803	217390
Gm4804	217409
Trib2	217410
Pqlc3	217430
Nol10	217431
Trappc12	217449
Snx13	217463
Ankmy2	217473
Dgkb	217480
Stxbp6	217517
Gm1818	217536
G2e3	217558
Baz1a	217578
Mbip	217588
Slc25a21	217593
Rpl26-ps2	217600
BC042761	217601
Gm4806	217645
Rpl7a-ps1	217647
Gm527	217648
Mis18bp1	217653
Mgat2	217664
L2hgdh	217666
Gphb5	217674
Plekhd1	217682
Susd6	217684
Sipa1l1	217692
Zfyve1	217695
Acot5	217698
Acot6	217700
Fam161b	217705
Coq6	217707
Lin52	217708
Eif2b2	217715
Mlh3	217716
Nek9	217718
Flvcr2	217721
Cipc	217732
Tmem63c	217733
Pomt2	217734
Ahsa1	217737
Ism2	217738
Lysmd1	217779
Gm4808	217786
Kcnk13	217826
Nrde2	217827
Dglucy	217830
Rin3	217835
Itpk1	217837
Unc79	217843
Ifi27l2b	217845
Serpina10	217847
Rcor1	217864
Cdc42bpb	217866
Eif5	217869
Rd3l	217874
Cep170b	217882
Clba1	217887
Pacs2	217893
Rpl7a-ps2	217924
Wdr60	217935
Rapgef5	217944
Cdca7l	217946
Tmem196	217951
Larp4b	217980
Heatr1	217995
Pou6f2	218030
Vps41	218035
Amph	218038
Olfr11	218066
Zfp322a	218100
4930558J22Rik	218102
Slc17a2	218103
Mboat1	218121
Gmds	218138
Ofcc1	218165
Phactr1	218194
Mylip	218203
Nup153	218210
Kdm1b	218214
Rnf144b	218215
Ptpdc1	218232
Fam120a	218236
Eif4e1b	218268
B4galt7	218271
Gm10312	218274
BC051665	218275
Cdc14b	218294
Gm4810	218298
Gm4811	218301
Prss47	218304
Zfp455	218311
Zfp595	218314
Ice1	218333
Clptm1l	218335
Rfesd	218341
Ttc37	218343
Gm4813	218368
Rasa1	218397
Ankrd34b	218440
Zfyve16	218441
Serinc5	218442
Lhfpl2	218454
Wdr41	218460
Pde8b	218461
Gcnt4	218476
Btf3	218490
Gm4815	218501
Fcho2	218503
Mrps27	218506
Marveld2	218518
Srek1	218543
Sgtb	218544
Depdc1b	218581
Mier3	218613
Il31ra	218624
Dhx29	218629
Ccno	218630
Arl15	218639
Paip1	218693
Gm10044	218695
Pxk	218699
3830406C13Rik	218734
Sntn	218739
Slc4a7	218756
Lrrc3b	218763
Rarb	218772
Ube2e2	218793
Sec24c	218811
Zfp503	218820
Polr3a	218832
Tasor	218850
Chdh	218865
Sema3g	218877
Oxnad1	218885
Gm4816	218888
4930503F20Rik	218902
Wapl	218914
4930474N05Rik	218921
Gm4817	218945
Fermt2	218952
Ubb-ps	218963
Wdhd1	218973
Mapk1ip1l	218975
Dlgap5	218977
Tmem260	218989
Rpl19-ps3	218997
Olfr743	219019
Ttc5	219022
Pip4p1	219024
Eddm3b	219026
Ang4	219033
Tppp2	219038
Trav13-5	219060
A630038E17Rik	219065
Haus4	219072
Khnyn	219094
Gm4819	219102
Cenpj	219103
Zmym5	219105
Ska3	219114
Phf11a	219131
Phf11d	219132
Shisa2	219134
Mtmr6	219135
Spata13	219140
Arl11	219144
Fam167a	219148
Xkr6	219149
Hmbox1	219150
Scara3	219151
Ccar2	219158
Fam216b	219170
Gm4821	219180
Akap11	219181
Vwa8	219189
Pcdh17	219228
Tdrd3	219249
Pcdh20	219257
Gm4822	223186
Sox21	223227
Farp1	223254
Stk24	223255
Timm8a2	223262
Ggact	223267
Itgbl1	223272
Gm4823	223278
Ranbp3l	223332
Ugt3a2	223337
9230109A22Rik	223413
Gm4824	223417
Tiaf2	223431
Otulinl	223433
Trio	223435
Dap	223453
Marchf6	223455
Nipal2	223473
A830021M18Rik	223483
Dcaf13	223499
Abra	223513
Eny2	223527
Washc5	223593
Cyrib	223601
Kcnk9	223604
Them6	223626
Ly6g2	223631
Zc3h3	223642
Mroh6	223645
Naprt	223646
Ccdc166	223648
Nrbp2	223649
Eppk1	223650
Mroh1	223658
Lrrc14	223664
C030006K11Rik	223665
Arhgap39	223666
Zfp7	223669
Apol9a	223672
Ankrd54	223690
Eif3l	223691
Tmem184b	223693
Tomm22	223696
Sun2	223697
Mrtfa	223701
Cyp2d34	223706
Mcat	223722
Ttll12	223723
Mpped1	223726
Rtl6	223732
5031439G07Rik	223739
Gm4825	223745
Gramd4	223752
Cerk	223753
Tbc1d22a	223754
Brd1	223770
Zbed4	223773
Alg12	223774
Pim3	223775
Selenoo	223776
Adm2	223780
Smgc	223809
Mroh2b	223825
Gxylt1	223827
Pphln1	223828
Adamts20	223838
Dbx2	223843
Rapgef3	223864
A130012F09	223869
Senp1	223870
Rnd1	223881
Krt73	223915
Krt79	223917
Spryd3	223918
Soat2	223920
Aaas	223921
Atf7	223922
Gtsf2	223927
Rmi2	223970
Cpped1	223978
Marf1	223989
Spidr	224008
Rpl29-ps4	224010
Fgd4	224014
Tmem191c	224019
Pi4ka	224020
Slc7a4	224022
Klhl22	224023
Scarf2	224024
Cyp2ab1	224044
Eif2b5	224045
Rtp2	224055
Uts2b	224065
Atp13a4	224079
Atp13a3	224088
Tmem44	224090
Lsg1	224092
Fam43a	224093
Gm536	224098
Pak2	224105
Nrros	224109
Ubxn7	224111
Muc20	224116
Adcy5	224129
Slc49a4	224132
Golgb1	224139
Poglut1	224143
Dzip3	224170
Cip2a	224171
Gm4827	224180
Impg2	224224
Ftdc2	224247
Cldnd1	224250
Crybg3	224273
Csnka2ip	224291
Speer2	224318
Rbm11	224344
Cyyr1	224405
Map3k7cl	224419
Scaf4	224432
Setd4	224440
Zdhhc14	224454
Gm4828	224460
Nox3	224480
Tfb1m	224481
Gm4829	224487
4732491K20Rik	224523
Acat3	224530
Vmn2r98	224552
Vmn2r102	224572
Vmn2r106	224576
Vmn2r110	224582
Zfp160	224585
Zfp758	224598
Flywch1	224613
Tbc1d24	224617
Traf7	224619
Rab40c	224624
Bnip1	224630
Lemd2	224640
Ilrun	224647
Uhrf1bp1	224648
Anks1	224650
Zfp523	224656
Slc26a8	224661
4932407I05	224662
Btbd9	224671
Slc37a1	224674
Zfp472	224691
Zfp81	224694
Adamts10	224697
Marchf2	224703
Vps52	224705
Bag6	224727
Abcf1	224742
Obox3-ps8	224752
H2-M10.4	224753
H2-M11	224754
H2-M1	224756
H2-M10.5	224761
Trim31	224762
Gm4831	224763
Adgrf5	224792
Enpp4	224794
Clic5	224796
Aars2	224805
Tmem63b	224807
Lrrc73	224813
Abcc10	224814
Rrp36	224823
Pex6	224824
Ubr2	224826
Trerf1	224829
AI661453	224833
Usp49	224836
Treml4	224840
Plcl2	224860
Mark1-ps1	224876
Zfp959	224893
Dpp9	224897
Safb2	224902
Safb	224903
Micos13	224904
Dus3l	224907
Crb3	224912
Vmn2r120	224916
Pja2	224938
Dlgap1	224997
Pcare	225004
Lclat1	225010
Fez2	225020
Srsf7	225027
Map4k3	225028
Kcng3	225030
Ttc7	225049
Fbxo11	225055
Gm4832	225058
Svil	225115
Wac	225131
Gm4833	225134
Gjd4	225152
Gm4834	225155
Thoc1	225160
Mib1	225164
Rbbp8	225182
Ankrd29	225187
Hrh4	225192
Zfp521	225207
Rsl24d1	225215
Gm4835	225228
Dsg1b	225256
Gm4837	225264
Klhl14	225266
Ino80c	225280
Rprd1a	225283
Fhod3	225288
AW554918	225289
Pik3c3	225326
Ammecr1l	225339
Lims2	225341
Wdr36	225348
Fam13b	225358
Reep2	225362
Etf1	225363
Apbb3	225372
Rell2	225392
Rps19-ps13	225416
Rbm27	225432
Gm94	225443
Gm4839	225457
Pggt1b	225467
Gm4840	225468
Ticam2	225471
Fam170a	225497
Prdm6	225518
Cep120	225523
Slc27a6	225579
Minar2	225583
Gm4841	225594
Pde6a	225600
Sh3tc2	225608
Gm9949	225609
Onecut2	225631
Alpk2	225638
Grp	225642
Cplx4	225644
Mppe1	225651
Prelid3a	225655
Cep76	225659
Gm4842	225681
Mapk4	225724
St8sia5	225742
Rnf165	225743
Haus1	225745
Zadh2	225791
Cd226	225825
Plaat3	225845
Ppp2r5b	225849
Gm550	225852
Snx32	225861
Catsper1	225865
Rin1	225870
Npas4	225872
Lrfn4	225875
Kdm2a	225876
Gstp3	225884
Ndufs8	225887
Kmt5b	225888
Taf6l	225895
Ubxn1	225896
Eml3	225898
Myrf	225908
Cyb561a3	225912
Tkfc	225913
Oosp2	225922
Oosp3	225923
Patl1	225929
Nmrk1	225994
D030056L22Rik	225995
Trpm6	225997
Rorb	225998
Abhd17b	226016
Trpm3	226025
Smc5	226026
Tmem252	226040
Pgm5	226041
Cbwd1	226043
Dmrt2	226049
Glis3	226075
Gm4844	226086
Ric1	226089
Ermp1	226090
Hectd2	226098
Myof	226101
Cyp2c70	226105
Opalin	226115
AI606181	226118
Ubtd1	226122
Morn4	226123
Cox15	226139
Cyp2c23	226143
Erlin1	226144
Slf2	226151
Twnk	226153
Lzts2	226154
Dpcd	226162
Pprc1	226169
Wbp1l	226178
Ina	226180
Taf5	226182
Habp2	226243
